,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
472,1688,528102120,20,RL,91.0,11825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,856.0,TA,TA,Y,0,112,0,0,0,0,,,,0,6,2007,New,Partial,322400
473,848,907192090,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788.0,Unf,0.0,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,0,72,0,0,0,0,,,,0,3,2009,WD ,Normal,227000
474,1152,532354150,20,RL,75.0,8100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,764.0,Unf,0.0,100.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1962.0,Unf,1.0,420.0,TA,TA,Y,132,0,0,0,0,0,,,,0,7,2008,WD ,Normal,135000
475,2474,531375070,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Ex,Y,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD ,Abnorml,142500
476,2446,528320060,60,RL,118.0,35760,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387.0,Unf,0.0,543.0,1930.0,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1.0,0.0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3.0,807.0,TA,TA,Y,361,76,0,0,0,0,,,,0,7,2006,WD ,Normal,625000
477,229,905109130,60,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306,954,0,2260,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1996.0,RFn,2.0,533.0,TA,TA,Y,296,44,0,0,0,0,,,,0,4,2010,WD ,Normal,328000
478,879,907290210,120,RM,,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,,,,0,5,2009,WD ,Normal,140000
479,2405,528180080,120,RL,48.0,5911,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,Ex,TA,PConc,Ex,TA,No,GLQ,472.0,Unf,0.0,1088.0,1560.0,GasA,Ex,Y,SBrkr,1565,0,0,1565,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,556.0,TA,TA,Y,196,56,0,0,0,0,,,,0,3,2006,WD ,Normal,282500
480,687,535454160,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,TA,Y,SBrkr,1064,0,431,1495,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,180,36,0,0,0,0,,,,0,8,2009,COD,Abnorml,135000
481,832,906392130,60,RL,79.0,11646,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,36,28,0,0,0,0,,,,0,7,2009,WD ,Normal,173000
482,721,902331010,30,C (all),,3300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,816,0,0,816,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,,,,0.0,0.0,,,N,0,33,0,0,0,0,,,,0,6,2009,WD ,Normal,58500
483,883,907414080,60,RL,64.0,8633,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,738,738,0,1476,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100,35,0,0,0,0,,,,0,2,2009,WD ,Normal,173500
484,689,535476110,90,RL,75.0,8604,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,941.0,Unf,0.0,0.0,941.0,GasA,Gd,Y,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,Gd,4,Typ,0,,Attchd,1978.0,Unf,2.0,564.0,TA,TA,Y,0,40,0,0,0,0,,,,0,11,2009,WD ,Normal,145000
485,644,535303150,20,RL,79.0,10634,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,180.0,0.0,608.0,GasA,TA,Y,SBrkr,1319,0,0,1319,1.0,0.0,1,0,3,1,TA,5,Min2,0,,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,66,0,0,0,0,0,,GdWo,,0,11,2009,WD ,Normal,123000
486,649,535353040,20,RL,60.0,7626,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Gd,Y,SBrkr,1031,0,0,1031,1.0,0.0,1,0,2,1,Gd,5,Typ,0,,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,3,2009,WD ,Normal,145500
487,458,528178010,20,RL,117.0,15262,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557.0,Unf,0.0,643.0,2200.0,GasA,Ex,Y,SBrkr,2200,0,0,2200,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2003.0,Fin,3.0,685.0,TA,TA,Y,208,55,0,0,0,0,,,,0,7,2009,WD ,Normal,382500
488,2103,906380040,20,RL,66.0,10235,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1643.0,1643.0,GasA,Ex,Y,SBrkr,1651,0,0,1651,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,Y,192,64,0,0,0,0,,,,0,9,2007,New,Partial,246500
489,428,528108040,60,RL,95.0,12350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,986.0,Unf,0.0,379.0,1365.0,GasA,Ex,Y,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3.0,864.0,TA,TA,Y,0,197,0,0,0,0,,,,0,7,2009,New,Partial,398800
490,1989,902207150,30,RM,60.0,8520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,968.0,968.0,GasA,TA,Y,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1935.0,Unf,2.0,480.0,Fa,TA,N,0,0,184,0,0,0,,,,0,7,2007,WD ,Normal,100000
491,2505,533206040,120,FV,34.0,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,0,191,0,0,0,0,,,,0,5,2006,WD ,Normal,176400
492,2607,535401140,20,RL,84.0,8658,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0,138,0,0,0,0,,GdWo,,0,12,2006,WD ,Abnorml,160000
493,2201,909252010,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0.0,162.0,731.0,GasA,Ex,Y,SBrkr,981,787,0,1768,1.0,0.0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,264,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,175000
494,347,527107130,80,RL,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,GLQ,284.0,Unf,0.0,100.0,384.0,GasA,Gd,Y,SBrkr,958,670,0,1628,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1996.0,Fin,2.0,390.0,TA,TA,Y,48,72,0,0,0,0,,,Shed,490,6,2009,WD ,Normal,189000
495,235,905378040,50,RL,124.0,18600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,288.0,LwQ,684.0,0.0,972.0,GasA,TA,Y,FuseA,1052,558,0,1610,0.0,1.0,2,0,4,1,Fa,8,Typ,1,Gd,Attchd,1938.0,RFn,1.0,480.0,TA,TA,Y,0,0,60,0,0,0,,,Shed,450,6,2010,WD ,Normal,124000
496,2518,533252020,20,RL,,11250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767.0,Unf,0.0,441.0,1208.0,GasA,TA,Y,SBrkr,1208,0,0,1208,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,198,42,0,0,0,0,,,,0,6,2006,WD ,Normal,165000
497,350,527127100,120,RL,28.0,7296,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1965.0,Unf,0.0,243.0,2208.0,GasA,Ex,Y,SBrkr,2522,0,0,2522,1.0,0.0,2,0,1,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,564.0,TA,TA,Y,182,57,0,0,0,0,,,,0,11,2009,WD ,Normal,375000
498,821,906340120,20,RL,61.0,10226,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1622.0,1622.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3.0,860.0,TA,TA,Y,172,42,0,0,0,0,,,,0,1,2009,WD ,Normal,295493
499,2005,902427180,80,RM,76.0,11800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,SLvl,7,1949,2002,Gable,CompShg,Stucco,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1382,0,0,1382,0.0,0.0,2,0,1,1,TA,6,Mod,1,TA,Attchd,1957.0,RFn,1.0,384.0,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2007,WD ,Normal,110000
500,484,528275070,60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,652.0,952.0,GasA,Ex,Y,SBrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,554.0,TA,TA,Y,224,54,0,0,0,0,,,,0,4,2009,WD ,Normal,236000
501,2586,535305120,20,RL,75.0,10170,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD ,Normal,155000
502,2289,923228250,160,RM,21.0,2001,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,546.0,GasA,Fa,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1970.0,Unf,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2007,WD ,Normal,75000
503,142,535152150,20,RL,70.0,10552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1018.0,Unf,0.0,380.0,1398.0,GasA,Gd,Y,SBrkr,1700,0,0,1700,0.0,1.0,1,1,4,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2.0,447.0,TA,TA,Y,0,38,0,0,0,0,,,,0,4,2010,WD ,Normal,165500
504,2042,903475060,190,RM,60.0,10120,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,925.0,925.0,GasA,TA,N,FuseF,964,925,0,1889,0.0,0.0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1.0,308.0,TA,TA,N,0,0,264,0,0,0,,MnPrv,,0,1,2007,WD ,Normal,122000
505,1256,535375160,50,RL,45.0,7506,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,412,0,1159,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1932.0,Unf,1.0,288.0,Fa,TA,N,84,0,96,0,0,0,,,,0,5,2008,WD ,Normal,114000
506,2637,902100130,70,RM,57.0,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasA,Fa,N,SBrkr,810,518,0,1328,0.0,0.0,1,0,3,1,TA,8,Typ,0,,Detchd,1940.0,Unf,1.0,210.0,TA,TA,Y,0,172,60,0,0,0,,,,0,9,2006,WD ,Family,107000
507,724,902405100,50,RM,98.0,8820,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,0.0,0.0,1088.0,GasA,TA,Y,SBrkr,1188,561,120,1869,0.0,0.0,1,0,2,1,TA,7,Typ,0,,Detchd,1963.0,Unf,2.0,456.0,TA,TA,Y,48,0,244,0,0,0,,MnWw,,0,9,2009,WD ,Normal,124900
508,2320,527108040,60,RL,72.0,10463,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893.0,893.0,GasA,Ex,Y,SBrkr,901,900,0,1801,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,800.0,TA,TA,Y,0,116,0,0,0,0,,,,0,6,2006,WD ,Normal,239900
509,1149,531452140,120,RL,55.0,7892,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,899.0,1199.0,GasA,Ex,Y,SBrkr,1199,0,0,1199,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,1993.0,RFn,2.0,530.0,TA,TA,Y,0,63,0,0,0,0,,,,0,3,2008,WD ,Normal,153900
510,1161,533208080,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006.0,Fin,2.0,625.0,TA,TA,Y,0,54,0,0,0,0,,,,0,3,2008,WD ,Normal,171900
511,2901,916477010,20,RL,95.0,13618,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,198.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1350.0,Unf,0.0,378.0,1728.0,GasA,Ex,Y,SBrkr,1960,0,0,1960,1.0,0.0,2,0,3,1,Gd,8,Typ,2,Gd,Attchd,2005.0,Fin,3.0,714.0,TA,TA,Y,172,38,0,0,0,0,,,,0,11,2006,New,Partial,320000
512,508,528431020,20,RL,86.0,11194,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1696.0,1696.0,GasA,Ex,Y,SBrkr,1696,0,0,1696,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2008.0,RFn,3.0,972.0,TA,TA,Y,120,56,0,0,0,0,,,,0,9,2009,WD ,Normal,275000
513,785,905377130,30,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Ex,Y,SBrkr,861,0,0,861,0.0,0.0,1,0,1,1,TA,4,Typ,0,,Detchd,1961.0,Unf,2.0,539.0,TA,TA,Y,158,0,0,0,0,0,,,,0,3,2009,WD ,Normal,82500
514,537,531369010,60,RL,96.0,10628,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2.0,478.0,TA,TA,Y,146,91,0,0,0,0,,,,0,1,2009,WD ,Normal,193000
515,2475,531375100,20,RL,63.0,13072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941.0,Unf,0.0,217.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2.0,576.0,TA,TA,Y,0,50,0,0,0,0,,,,0,5,2006,New,Partial,158000
516,1412,905452070,90,RL,50.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,N,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,4,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,99600
517,176,902125160,30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,747.0,GasA,TA,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD ,Normal,80000
518,122,534401140,20,RL,88.0,9680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,Unf,0.0,500.0,1510.0,GasA,Ex,Y,SBrkr,1510,0,0,1510,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1967.0,RFn,2.0,517.0,TA,TA,Y,0,40,0,0,204,0,,GdPrv,,0,4,2010,WD ,Normal,178900
519,1868,534128090,20,RL,108.0,11358,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,346.0,Unf,0.0,778.0,1124.0,GasA,TA,Y,SBrkr,1610,0,0,1610,0.0,0.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1972.0,RFn,2.0,515.0,TA,TA,Y,202,0,0,0,256,0,,,,0,5,2007,WD ,Normal,185000
